ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,Response
4992,1975,,Together,17459,1,0,19-09-13,12,6,4,30,3,,1,2,7,0,,1
5252,1969,Graduation,Divorced,23910,1,0,26-10-12,80,16,12,13,1,2,0,,7,0,0,0
,1969,Master,Married,42169,1,1,19-10-13,,19,0,2,2,1,0,,8,0,0,0
6919,,2n Cycle,Married,,1,0,04-06-13,39,,,15,3,2,1,3,6,,0,0
3537,,,Together,31089,,0,17-08-12,57,31,3,,3,3,0,4,8,0,0,0
10277,1961,Graduation,Single,30081,,,21-02-13,27,,0,4,1,,0,3,7,0,0,0
2453,,,Together,,0,1,31-08-12,83,526,28,99,3,5,3,12,5,0,0,0
7972,1955,Graduation,Single,72906,0,,17-09-13,,,32,54,1,3,4,,1,,,0
895,1948,PhD,Married,61467,0,2,09-12-12,69,410,16,49,3,5,,10,5,0,,0
1177,,Master,Together,,1,1,26-01-13,77,,3,14,4,3,1,3,7,0,0,0
7141,1986,Master,Single,21888,1,0,29-12-12,15,88,10,,4,,1,2,10,0,0,1
7232,1973,Graduation,Widow,,0,1,11-02-14,99,55,0,4,2,1,1,3,5,0,0,0
8477,1956,,,,2,1,11-03-13,61,5,1,1,1,1,0,3,7,0,0,0
,1975,Basic,Married,,,1,26-10-12,23,,4,11,2,1,0,3,,0,0,0
988,1965,Graduation,Married,81168,0,0,07-05-14,84,410,0,22,,6,,7,3,1,0,0
7930,1969,Master,Single,,0,0,19-08-13,74,101,13,,2,3,1,6,6,0,0,0
4587,,,Widow,45006,0,0,18-07-13,90,162,,10,1,,1,7,3,0,,0
6682,1973,Basic,Married,18978,1,0,,41,2,8,,1,1,0,3,8,0,0,0
6222,1967,Graduation,Married,22574,2,1,28-10-13,28,,0,,2,2,0,3,7,0,,0
10299,1969,PhD,Single,48240,,0,09-11-12,73,389,91,,3,,3,13,5,0,0,1
3083,,Graduation,,45837,1,1,26-07-13,88,215,13,,5,,2,5,,0,0,0
8953,1965,Master,,35791,2,1,06-05-13,,27,0,,2,1,0,3,8,0,0,0
1503,1976,PhD,Together,,1,1,03-06-13,31,85,1,,0,0,0,1,1,0,0,0
8650,1978,Graduation,Widow,54162,1,1,18-03-13,31,5,6,10,1,1,,,4,0,0,0
,1960,Master,Married,30522,0,1,17-08-12,6,179,8,26,5,1,2,9,2,0,,0
,1961,PhD,Married,54456,0,1,11-07-13,23,352,0,15,3,,1,7,,0,0,
,1971,Graduation,Single,31632,0,0,14-07-13,,17,8,32,,,1,2,7,0,0,0
10972,1949,Graduation,Widow,72298,0,0,10-03-14,52,,35,,1,4,3,6,1,0,0,
10708,1978,2n Cycle,,,1,0,28-12-13,50,,6,2,1,1,0,3,7,0,0,0
6583,1955,2n Cycle,Married,72635,0,0,,54,390,22,,1,6,8,6,,1,0,0
,1976,Graduation,Married,13624,1,0,20-01-13,93,10,2,6,2,2,0,3,6,0,0,0
10156,1975,Graduation,Single,84196,0,,03-06-13,56,215,63,190,1,,,7,3,,0,
4299,1960,Graduation,Together,70971,0,1,,28,1001,17,17,7,11,11,5,7,0,0,1
3469,1977,PhD,Divorced,34487,1,1,06-09-12,94,19,18,8,3,3,0,3,9,0,0,
5063,1977,Graduation,Single,,,0,18-12-12,76,41,5,3,3,4,1,4,9,0,0,0
10727,1970,PhD,Married,69084,1,0,19-11-13,43,1181,107,30,2,7,3,13,8,0,0,0
9624,,,Together,65488,0,0,,46,603,45,54,1,3,,6,1,0,0,0
5156,1970,2n Cycle,Married,62466,0,1,15-01-14,13,129,,83,5,6,3,12,4,0,0,0
4376,1960,2n Cycle,,32218,0,0,,27,10,24,30,1,2,1,,7,0,0,
8923,1973,Graduation,Single,83917,0,0,18-04-13,,,22,79,1,6,7,7,3,0,0,1
8461,,Graduation,Divorced,46102,2,1,10-03-14,3,14,0,1,1,1,,2,7,0,0,0
6945,1952,Graduation,Single,84574,0,0,04-06-13,72,387,20,163,1,9,11,11,5,0,0,0
944,1962,Graduation,Married,56181,0,1,08-01-13,6,121,103,48,,4,2,7,,0,0,
1907,,Master,Divorced,63120,0,1,28-09-12,53,965,69,69,,,4,9,,0,0,
701,1971,,Married,73691,0,1,06-11-13,58,,,73,2,6,2,8,2,0,0,0
,1960,Graduation,Together,,0,1,,78,571,,159,4,4,5,,2,,,0
,1948,PhD,Together,76140,0,0,13-05-14,57,586,66,26,1,5,9,6,2,0,0,
2131,1959,PhD,Divorced,62859,0,1,,,1063,89,25,4,,,6,6,0,0,0
2942,1964,Graduation,Single,,,1,,20,305,3,144,2,5,4,4,5,0,0,0
1173,1947,Master,Together,77632,0,0,10-03-13,73,1200,105,147,1,4,2,6,2,0,0,1
4381,,PhD,Married,46463,1,1,18-08-13,56,163,2,,7,3,1,6,6,0,0,0
4611,1970,Graduation,,105471,0,0,21-01-13,36,1009,181,207,0,9,8,13,3,1,0,
,,Master,Divorced,,1,0,13-12-13,9,125,6,19,1,3,1,,4,0,,0
4679,1977,Master,Married,78710,0,1,23-05-14,42,,0,50,,7,,12,4,0,0,0
10928,1958,,Together,66886,0,1,16-09-13,28,,4,146,2,,1,7,5,0,0,
4248,1960,Master,Single,98777,0,0,17-02-14,23,1000,19,38,0,4,6,9,1,0,0,0
6728,1985,Graduation,Together,29103,1,0,27-08-12,38,16,0,6,2,,0,,9,,,0
6661,1974,,,67445,0,1,12-08-12,,,80,,5,9,6,12,6,,0,0
4725,1950,PhD,Together,50616,0,1,13-04-14,71,30,,9,1,1,1,4,2,0,0,0
3277,1955,Graduation,Divorced,49431,0,1,03-08-12,9,219,3,17,,7,1,5,8,0,0,0
5555,,Graduation,Divorced,153924,0,0,07-02-14,81,1,1,1,0,,0,0,0,0,0,0
2564,1953,Graduation,Together,61278,,1,04-01-14,87,111,,15,2,3,1,4,6,0,0,0
946,1958,,Together,26490,0,0,22-09-12,92,45,47,25,2,3,1,5,6,0,0,0
3867,1947,PhD,Together,73059,0,,31-08-13,36,410,,71,1,9,3,13,4,0,0,0
6940,1966,PhD,Single,46734,1,2,,86,100,1,76,,3,2,3,6,,,
55,1963,,Together,56253,0,1,07-12-12,83,509,0,5,4,7,,,6,0,,
7093,1985,,Married,19986,,0,14-11-13,74,3,6,6,1,0,0,3,,0,0,0
5084,1975,Graduation,,58330,0,1,25-12-13,,445,53,151,1,6,4,13,4,0,0,0
,,Basic,Married,,0,0,07-09-12,29,,2,11,1,2,0,3,8,,,0
,1956,Master,,14661,0,0,01-01-13,88,4,1,,1,,0,3,6,0,0,0
,1959,Graduation,Married,18690,0,0,28-12-12,77,,1,,1,1,1,2,8,,0,0
8754,1974,PhD,Together,45068,0,1,16-05-13,,14,0,3,1,,0,2,7,0,0,0
1987,1987,,Single,21063,1,0,25-09-13,34,1,10,15,2,,0,3,,0,0,0
11007,1968,PhD,Married,,1,0,09-05-13,43,26,0,2,,1,0,3,8,0,,0
,1971,2n Cycle,,54690,1,1,07-11-13,76,111,16,,,3,1,,3,0,0,0
9153,1964,PhD,Married,59304,0,1,29-07-13,81,418,61,,3,7,8,10,5,0,0,
10379,1962,Master,Single,59247,0,2,08-11-13,,327,9,83,5,5,2,9,6,0,0,
9204,1970,Graduation,Widow,,0,1,12-09-12,33,371,159,141,,4,3,6,3,,0,
,1980,,Married,77353,0,1,16-12-13,38,275,59,59,2,6,4,8,4,,0,0
2920,1975,,Single,52614,0,,01-12-12,63,,0,38,,2,4,,8,0,0,0
6961,,Graduation,Married,26751,2,0,,26,1,1,1,1,1,0,2,8,0,0,0
,1963,PhD,Married,81300,0,1,30-10-12,17,1004,12,,3,10,3,,5,1,0,1
9937,1979,,,70337,0,0,,75,187,81,,1,,2,12,1,,,
8779,1985,2n Cycle,Married,36145,1,0,16-06-13,13,56,4,18,4,4,1,3,9,0,0,1
9596,1980,PhD,Single,65295,0,0,23-12-13,19,365,32,6,1,3,3,13,2,0,0,0
2891,1963,Graduation,Divorced,,0,1,18-10-13,51,595,23,,2,8,9,4,6,,0,0
4910,1967,Graduation,,68743,,0,,,1132,134,,1,11,,13,7,0,0,0
75,1982,2n Cycle,Together,41039,0,0,25-07-13,32,34,,45,1,8,1,,8,0,0,0
10120,1955,Graduation,Together,38946,,1,24-10-13,84,116,6,41,2,3,1,,,0,0,
6327,1967,Graduation,,,0,,19-12-13,,565,32,54,1,2,8,6,1,,0,0
10142,,PhD,Divorced,66476,0,1,07-03-13,99,372,18,78,2,5,2,11,4,0,0,0
,1972,PhD,,86857,0,0,12-09-12,96,899,102,40,,5,6,10,,0,,
1501,1982,PhD,Married,160803,0,0,04-08-12,,55,16,4,15,0,28,1,,0,,0
10767,1989,PhD,Together,77845,0,0,16-05-14,40,,40,26,1,3,5,12,1,1,0,0
7279,1969,PhD,Together,69476,0,0,30-09-13,3,260,86,67,1,4,6,4,2,0,0,0
7230,,PhD,Divorced,,0,1,04-10-12,98,459,0,4,6,4,5,7,6,0,,1
143,1970,,Single,,0,0,25-08-13,73,,0,99,1,5,3,4,2,,,0
450,1958,Master,Together,42315,0,1,12-07-13,90,67,15,80,3,,4,4,3,0,0,0
9316,1952,Basic,Together,13084,0,0,,29,2,0,10,1,1,0,3,6,0,0,0
6379,1949,Master,Widow,,1,1,29-05-13,,67,1,31,3,2,,2,7,0,,1
,1961,Master,Married,,,2,26-07-13,94,92,,6,1,2,1,4,3,,0,0
8315,1995,Graduation,,34824,0,0,26-03-14,,4,2,4,1,1,0,2,6,,0,0
2868,1949,PhD,Single,,1,1,08-04-13,,,1,2,3,2,0,3,8,0,0,1
10888,,Graduation,Single,,0,0,03-11-13,46,273,11,29,2,,4,6,6,0,,0
1277,1960,Graduation,Together,,0,0,09-04-14,29,434,22,34,1,10,7,10,4,,0,0
9977,1973,Graduation,Divorced,78901,0,1,17-09-13,99,321,11,34,3,9,,,4,0,0,0
10196,1978,Graduation,Married,71427,2,0,12-03-14,26,212,123,23,2,8,2,8,4,,0,0
6384,1978,Graduation,Divorced,71022,0,1,11-02-14,30,909,12,242,3,5,2,11,8,,0,0
8029,1988,Master,Single,90247,0,0,,27,1184,32,16,1,,4,7,1,1,,1
968,1968,Master,Divorced,41335,1,0,26-12-13,24,112,19,5,3,4,1,4,7,0,,0
,1986,Graduation,Married,71952,1,0,10-01-13,93,656,,93,2,8,4,8,4,0,0,0
,1970,PhD,,35682,1,0,27-06-14,34,23,0,18,1,1,1,3,2,0,0,0
6991,1951,Graduation,Divorced,43185,0,1,10-04-13,,537,6,30,2,9,3,6,8,,0,0
3336,1948,PhD,,66375,0,1,21-11-13,96,712,0,191,3,2,4,5,7,0,0,0
4301,,Master,Married,35178,1,0,10-01-13,10,23,1,18,1,1,,2,7,0,0,1
1940,1986,Graduation,Married,25252,1,0,,26,1,,6,1,1,0,2,8,0,0,0
1272,1965,Master,Single,55250,,1,21-10-12,49,664,58,66,4,7,5,10,5,0,0,
1388,1975,Graduation,Single,33249,1,0,20-02-13,11,6,10,42,2,2,1,3,6,0,0,0
1044,1953,Graduation,Together,58398,,,14-05-13,44,299,5,49,3,,4,,,0,,0
6969,1982,Graduation,Together,50272,1,,07-08-13,75,99,,4,3,4,1,5,7,0,0,0
,1975,PhD,Married,76618,0,0,,64,749,40,147,1,3,2,5,,0,0,0
3619,1960,2n Cycle,Divorced,87305,0,0,23-09-12,19,345,25,80,1,5,3,8,,0,0,
1715,1978,Graduation,Together,25851,1,0,11-02-13,45,9,4,5,2,2,0,3,7,0,0,0
10159,1970,Graduation,,58710,0,1,,77,440,81,174,6,11,,9,6,0,0,0
1463,1958,Graduation,Single,45160,1,1,29-03-14,9,8,2,3,1,1,0,2,7,0,0,
5114,1965,,,74806,0,1,19-12-12,1,670,9,9,2,5,,5,4,0,0,0
4990,1954,Graduation,Married,59111,0,0,,90,524,0,155,1,11,1,8,7,0,0,0
4329,1984,PhD,Married,18988,,,,43,,,1,2,1,,3,,0,0,0
,1965,Graduation,,72190,,0,13-02-13,79,597,,249,1,5,6,4,3,0,0,0
4692,1976,Graduation,Married,7500,,0,01-08-12,19,,0,32,5,4,,2,9,0,0,1
7212,1966,,,44794,0,1,08-06-14,99,,0,4,1,,0,3,6,0,0,0
6086,1955,Graduation,Married,80395,0,0,23-11-13,62,,25,48,1,6,,12,2,1,0,0
437,1976,Master,,75012,0,0,25-01-14,41,294,142,151,,3,,11,1,0,0,0
11171,1965,Master,Married,56962,2,1,11-10-13,,292,3,26,7,6,3,5,7,0,0,0
11101,,Graduation,Together,89891,0,0,15-04-13,17,412,22,183,1,,6,8,4,0,0,0
5329,1949,PhD,Divorced,35946,1,1,27-09-13,24,8,0,0,1,,0,3,5,0,0,0
610,1953,PhD,,53593,,1,07-08-12,60,349,4,43,8,7,2,6,8,0,0,
9384,1978,,Married,66373,1,1,12-06-13,57,328,9,109,7,4,2,,3,0,0,0
5956,,PhD,Divorced,,1,2,16-10-13,74,144,2,30,5,6,1,4,,0,0,0
10430,,Graduation,,89694,1,1,09-10-13,22,1126,28,42,3,4,3,4,5,1,0,0
7875,1949,Graduation,Married,72025,0,0,29-04-14,,967,0,,1,4,8,13,2,1,0,
7072,1973,Graduation,,67432,,,29-03-13,69,432,79,,,,5,4,4,,0,0
,1952,Master,Together,70545,0,1,03-06-14,29,138,39,21,1,4,1,7,2,0,0,0
6516,1989,Basic,Married,17487,1,,18-03-13,37,0,0,6,,1,0,2,7,0,0,0
5564,1969,Graduation,Together,62882,,1,09-08-12,26,509,133,97,,7,5,6,4,0,0,0
5682,1953,PhD,Single,64108,0,,23-03-13,8,948,,,4,6,9,,,0,0,0
7458,1956,Master,Together,34941,1,,06-03-13,,39,2,24,2,3,,3,8,0,0,0
5237,1950,PhD,Single,48767,1,2,01-01-14,79,,1,10,3,2,,3,5,0,0,0
7761,1978,,Together,38702,1,0,01-08-13,,13,11,40,2,3,,4,6,,,0
5278,1964,Graduation,Married,82224,0,,25-01-14,83,307,26,,1,6,9,5,3,1,0,0
3560,1952,Graduation,Together,83844,0,0,12-05-13,,901,31,,1,4,4,11,1,0,,0
7235,1975,,Married,17003,1,0,09-12-13,37,2,,7,3,,,4,5,0,0,0
10548,1995,Graduation,Single,71163,0,0,09-03-14,30,283,17,44,1,3,8,,1,0,0,0
2281,1970,Graduation,,33697,1,,15-09-13,34,4,3,11,1,,0,2,7,,0,0
4073,1954,2n Cycle,Married,,0,,29-01-14,0,769,,65,1,10,10,7,6,,0,1
6974,1972,PhD,Together,,0,0,31-12-13,89,518,42,84,1,6,10,,,0,,0
7938,1958,PhD,,,0,1,03-10-13,92,350,8,4,2,3,2,10,3,0,0,0
7094,1975,Graduation,Widow,,,1,25-12-13,87,,53,151,1,6,4,13,4,0,0,
3667,1969,Graduation,Married,,,0,28-02-13,20,778,178,44,1,8,5,11,8,,0,1
7723,1979,Graduation,Together,75507,0,0,02-05-14,56,709,93,80,1,,6,6,3,,,0
3870,1978,2n Cycle,Together,63855,0,0,09-02-13,28,359,35,89,1,,3,13,4,0,,0
4012,1972,PhD,Together,62220,0,1,11-08-12,,799,12,12,5,7,6,5,6,0,,1
5909,1964,,Married,,0,,19-09-13,25,895,10,152,5,3,4,8,8,0,,0
10470,1979,,Married,40662,1,0,15-03-13,0,40,2,23,2,2,1,3,4,0,0,0
6488,1959,PhD,Married,38829,0,1,06-04-14,86,76,0,16,1,3,2,2,5,0,0,0
10270,1981,,Married,35523,1,0,03-10-13,8,,5,11,2,3,0,3,7,0,0,0
,1967,Graduation,Single,,1,1,,,,16,16,2,8,1,8,6,0,,0
6406,1988,,Married,78285,0,0,28-10-13,13,647,,40,1,6,,10,3,0,,
7573,1978,PhD,Single,31626,1,0,10-05-13,12,39,1,34,1,2,,2,7,,0,
4508,1952,Graduation,Single,75127,,0,22-05-14,92,203,35,227,1,2,11,5,1,0,0,
221,1955,Graduation,Married,48726,0,1,27-04-13,90,138,3,,3,3,2,4,6,0,0,0
5331,1977,,Married,74985,,0,11-09-12,8,587,51,,1,3,6,7,2,0,,0
,1987,Graduation,Together,67430,0,0,05-09-12,6,595,97,,1,11,5,12,6,,0,0
20,1965,,,46891,0,1,01-09-13,91,43,12,61,1,2,1,4,4,0,0,0
8786,1956,Master,,62058,0,1,,52,,,58,,6,1,7,6,0,0,0
10582,1979,Graduation,Married,72063,0,1,03-07-13,3,180,32,90,2,5,2,,2,0,0,0
1915,1951,,,78939,0,0,12-12-13,57,794,115,205,1,8,5,6,3,0,0,
8897,1965,Graduation,Single,42720,1,1,24-04-13,9,392,5,112,,7,3,7,8,0,0,1
2371,,,Married,33622,1,1,13-04-13,22,39,,12,3,2,0,4,,0,0,0
4303,1957,PhD,Together,6835,,1,08-12-12,76,107,2,12,0,0,0,1,,0,,0
6825,1953,Graduation,Together,41452,1,1,06-03-13,,13,,0,1,1,0,2,7,0,0,0
1072,,PhD,Single,40760,0,1,30-08-13,64,70,0,,2,2,1,3,6,0,,0
4964,1958,PhD,Together,74250,0,0,26-01-14,90,680,11,0,1,2,11,,1,0,0,0
2461,1955,Master,Single,51124,1,1,18-12-13,79,26,,4,,1,0,3,3,0,0,0
,1971,Graduation,Single,72258,0,1,12-09-13,28,522,0,134,2,6,9,5,,0,0,0
3194,1974,PhD,Single,71466,0,0,,86,412,12,0,1,,4,10,1,0,0,
10839,1976,Graduation,Together,36283,1,1,14-04-14,42,6,5,,2,1,0,3,4,0,0,0
49,1970,Graduation,Single,20587,,0,,39,2,3,9,1,1,1,2,7,0,0,0
4290,1972,Graduation,Married,30467,1,0,,8,1,3,5,1,1,0,2,,0,,0
10219,1972,Graduation,Together,,1,0,,40,,2,3,1,1,,3,8,0,0,0
4211,1986,Basic,Married,,1,0,,5,4,12,17,,2,,3,7,0,0,0
,1960,Master,Together,17144,1,,,96,18,2,6,5,3,,4,,0,0,
6299,1968,,Divorced,42564,0,,02-01-13,28,,48,198,,6,8,4,7,0,,1
10846,1978,Master,Married,43783,1,0,29-05-14,22,327,9,139,6,,,8,7,0,0,
,1976,,,40780,0,1,08-09-12,30,229,,34,4,7,1,5,9,0,0,
6543,,,Together,62847,0,0,,45,521,168,61,1,3,6,4,2,0,0,0
,1957,PhD,Married,82017,,0,07-11-12,,184,23,23,1,5,4,,2,1,,
3479,1950,Graduation,Single,16813,0,0,19-07-13,49,4,8,13,1,2,0,3,7,0,0,0
11075,1978,Graduation,,51267,1,,29-10-13,37,183,2,12,4,3,,5,4,0,0,0
4442,1961,Graduation,,46524,0,1,05-04-13,70,31,19,52,,1,1,5,3,0,0,0
199,1962,Master,Single,45183,0,0,,33,219,3,12,1,4,1,,7,0,0,0
6722,1954,PhD,Married,70421,,1,28-06-14,98,479,28,35,3,10,3,7,6,0,,
796,1965,2n Cycle,Divorced,60161,0,1,23-10-12,17,584,44,177,3,11,4,8,,0,0,0
3749,1973,Graduation,Together,73926,0,0,02-03-13,54,627,91,15,1,6,5,,3,0,0,0
8523,1968,Graduation,Married,19329,1,,14-12-13,39,24,1,5,3,,0,3,8,0,,
310,1970,Master,Married,61872,0,1,13-12-13,,330,5,16,4,4,4,9,4,0,0,0
,1956,Graduation,Widow,,1,,26-03-13,71,,1,8,1,1,0,3,,0,0,0
236,1951,Graduation,Married,34838,1,1,19-01-13,62,28,23,47,3,2,1,4,6,0,0,0
9930,1944,PhD,Single,,0,0,05-11-13,,606,148,22,1,6,8,,2,0,0,0
3483,1958,Graduation,Married,48192,0,0,06-04-13,,,43,,3,2,8,12,8,1,1,
4599,1976,Master,Married,49681,0,2,04-11-13,66,411,0,21,6,7,1,,7,0,0,0
7326,1971,Master,Married,56850,0,1,23-03-14,83,34,1,0,1,1,1,3,2,,0,0
7352,1957,Graduation,Married,,0,1,,,161,28,45,4,3,4,6,3,0,0,
2350,1972,,Married,59666,1,1,22-03-13,87,623,53,133,7,,2,8,8,0,,0
9145,1972,Graduation,Single,72504,0,1,06-04-13,43,,26,94,2,,9,6,2,0,0,0
2964,1981,Graduation,Married,26872,0,0,16-10-13,0,3,10,32,1,,,2,6,0,0,0
5585,,Graduation,Single,21359,1,0,20-04-13,1,12,2,10,,2,0,3,8,0,0,1
9687,1975,Graduation,,,0,0,31-05-14,1,,174,32,1,5,4,6,2,0,0,
3732,1955,Master,Married,52750,0,1,04-02-13,72,393,0,69,,5,7,,,0,0,0
6303,1986,PhD,,91820,0,0,23-11-13,72,410,73,30,0,5,5,12,1,0,0,
,1970,PhD,Together,65968,0,1,,,,9,4,2,5,,7,3,0,0,0
2986,1976,Graduation,Married,,1,1,12-03-14,,7,2,4,1,1,0,2,6,0,0,0
7462,1954,,,22507,,0,24-11-12,67,,,68,3,10,2,,9,,0,0
,1972,,Married,65685,0,1,29-03-14,54,642,,57,1,9,2,9,5,,0,0
7034,1978,2n Cycle,Married,25804,1,,01-09-13,,8,7,,2,2,,3,8,0,0,
9493,,PhD,Single,76412,,0,05-05-13,15,840,53,17,,5,4,8,3,1,0,1
1143,1972,,Married,,1,0,08-08-13,43,,10,11,2,2,0,3,7,0,0,0
1,1961,Graduation,Single,,0,0,,0,464,5,37,1,7,3,7,,,1,1
3855,1963,Graduation,Married,22419,0,0,18-04-13,74,30,3,42,1,3,2,2,8,0,0,0
5536,1959,Graduation,Together,,0,1,22-05-13,61,1492,38,33,1,5,10,,6,1,,
5989,1959,2n Cycle,Divorced,78353,0,1,16-04-13,,752,122,34,1,10,,,,0,0,0
9499,1954,Graduation,Married,93404,1,2,07-05-13,97,1279,15,15,3,,4,7,5,,,0
6768,1962,Graduation,Divorced,,1,2,12-01-13,75,22,1,2,2,1,0,,8,0,0,0
2150,1958,PhD,Widow,80995,0,1,11-05-13,83,860,28,56,,8,9,4,4,0,0,0
6646,1984,Graduation,Together,16529,1,0,01-03-14,23,3,0,1,,1,0,3,,0,0,0
,1976,PhD,Divorced,55412,1,1,22-11-13,,10,5,8,1,2,0,3,5,0,0,0
8560,1992,Graduation,Single,48789,0,0,10-09-12,,351,16,145,1,6,4,7,6,0,0,0
,1967,PhD,Together,56575,0,2,05-05-13,42,421,,10,3,7,3,7,5,0,0,0
11003,1980,2n Cycle,Together,25130,1,0,02-10-13,10,2,5,18,2,2,0,,,0,,0
10402,1967,Graduation,,35441,1,,14-02-13,94,25,1,1,2,1,0,3,8,0,0,0
9904,1956,Graduation,Married,,0,1,,50,336,123,141,5,,5,12,3,0,0,0
6141,1972,Master,,49494,,0,25-04-13,46,,9,,2,6,1,5,7,0,0,0
5687,1980,Graduation,Divorced,,0,0,23-09-12,98,563,50,187,1,7,,12,,0,0,0
10856,1980,,Single,45889,0,1,02-07-13,42,31,0,,1,1,0,3,6,0,0,0
5121,1977,Graduation,Single,56628,0,1,,30,479,5,171,2,7,6,5,,0,0,0
4186,1950,Graduation,,34026,1,,05-08-13,11,18,,,3,2,,3,5,0,0,0
,1974,Graduation,Married,40049,0,1,29-11-12,,91,65,28,,,2,6,5,0,0,0
,1988,Graduation,Single,34176,1,0,12-05-14,12,5,7,20,4,3,0,4,6,0,,
,1981,Graduation,Married,19419,,0,10-11-12,76,2,14,7,4,,,3,9,0,0,0
5332,1960,2n Cycle,Married,82504,0,0,27-07-13,2,362,50,54,1,,6,7,1,,0,0
5848,,Graduation,Together,,0,0,13-01-14,43,724,74,130,1,,6,7,2,,1,1
10343,1991,2n Cycle,Single,61618,0,0,29-09-12,27,605,91,205,,3,6,8,3,,0,0
5935,1956,Master,Single,55284,0,1,24-12-12,,547,7,63,3,7,,8,5,0,0,0
2895,1963,Graduation,Single,49980,0,1,23-10-13,,104,1,14,2,3,1,5,5,0,0,0
10262,1980,Graduation,Married,15072,2,,10-05-13,96,8,2,18,4,3,1,3,5,0,0,0
7848,1974,,Single,49166,0,1,13-06-13,17,224,2,110,2,5,3,3,6,0,0,0
9477,1954,PhD,Married,65324,0,1,11-01-14,0,384,0,5,3,6,2,9,4,0,,0
4856,1957,2n Cycle,Married,82347,0,0,06-11-12,38,556,,63,1,,,,3,1,0,0
,1966,PhD,Together,,1,1,26-05-14,43,24,0,9,2,1,,2,,0,0,0
5794,,PhD,Married,46374,0,1,,,408,0,17,3,7,1,,8,,,1
1456,1979,Graduation,Single,60474,0,1,01-04-13,25,265,199,,7,,2,12,,0,0,
4877,1973,Master,Married,38576,,1,04-03-14,2,34,0,,1,1,,3,7,0,,0
425,1985,Graduation,Married,55357,2,0,19-02-13,66,374,64,64,3,6,2,11,5,0,0,0
3007,1966,Graduation,Together,37758,1,1,04-10-12,49,27,2,,2,1,0,3,8,0,0,0
1031,,2n Cycle,,85710,0,0,05-05-13,5,600,20,33,1,6,9,,2,0,0,0
4297,1969,Graduation,Together,23228,1,0,26-01-14,71,13,2,0,2,2,0,3,8,0,0,0
807,1969,Master,Together,44602,1,1,15-02-14,35,,2,34,6,6,1,4,8,0,0,0
9553,1987,Graduation,Married,7500,0,0,09-01-13,94,,2,5,1,0,0,3,6,0,0,0
4271,,,Together,38683,1,0,04-10-12,,46,,66,6,4,1,6,7,0,0,0
4120,1975,2n Cycle,Single,49514,1,0,17-12-13,61,88,39,93,2,6,1,4,7,0,0,0
2036,,PhD,Together,57906,0,1,11-06-13,29,243,11,15,3,4,2,8,4,0,0,
115,1966,Master,Single,43456,0,1,26-03-13,0,275,11,7,3,,1,8,5,0,0,
4259,1986,Master,Single,19485,2,0,24-09-13,80,6,,0,1,1,0,2,,,0,0
8687,1978,Graduation,Together,53172,0,,,54,121,62,125,3,2,3,8,3,0,0,0
2447,,Graduation,Together,30545,1,0,17-10-12,71,4,12,12,2,2,0,3,,0,0,0
,1983,PhD,Together,70123,,0,28-09-13,27,1308,0,,1,5,7,4,3,0,1,0
9353,1959,Graduation,Single,62450,0,1,06-01-14,61,515,47,,2,,5,4,3,0,0,0
3623,1976,Graduation,,21675,1,0,11-06-14,55,4,0,4,3,4,0,3,,0,0,0
738,1981,2n Cycle,Single,42395,1,1,04-04-14,35,48,13,25,4,3,1,4,7,0,0,
7631,1978,Master,,61346,1,0,06-10-13,34,562,58,142,1,5,7,10,3,0,0,0
4789,1953,,Together,80812,,0,17-09-13,95,769,22,33,1,4,,5,2,1,0,0
773,1971,Master,Divorced,,1,1,30-06-13,,379,4,98,7,,,4,6,0,,0
10602,,Graduation,Married,39922,1,0,14-02-13,30,29,12,36,2,3,0,4,8,,,0
1446,,Master,Single,86424,0,0,05-04-14,12,387,68,68,1,6,9,12,1,0,0,0
,1978,,Together,17117,,0,17-01-13,96,12,23,,,3,1,3,9,0,0,0
8443,1972,Graduation,Single,24762,1,,10-02-14,16,6,10,40,3,3,1,2,8,0,,1
9653,1975,Graduation,Married,35797,,1,16-10-12,,27,1,21,,2,0,3,8,0,0,0
8916,1975,Graduation,Divorced,,2,0,23-07-13,78,,1,1,1,0,0,3,5,0,,0
8017,1981,2n Cycle,Married,51111,1,,19-06-14,83,22,,3,2,2,0,,6,,0,
5830,1972,PhD,Single,86857,0,0,12-09-12,96,899,,40,1,5,6,10,2,0,0,1
4597,1970,PhD,Together,82072,0,0,02-07-13,67,889,55,129,1,,2,13,1,0,0,0
,1953,PhD,Single,46231,2,1,26-11-12,87,189,2,,4,6,1,4,9,0,0,0
8086,1959,Graduation,Married,42243,1,1,11-12-13,,,0,5,2,2,0,3,7,0,0,0
8825,1962,Graduation,Together,51195,1,,01-04-13,46,,14,58,8,9,2,5,8,0,0,
2930,,,Single,68092,0,0,16-12-13,7,852,60,,2,2,6,10,5,0,0,0
,1973,Graduation,Married,31814,1,0,09-02-13,73,,3,20,2,2,0,3,9,0,0,
7108,1965,Master,Widow,51390,,1,08-09-12,,205,20,56,,5,2,5,5,0,0,0
